artist,title,lyrics
Circle Jerks,Murder the Disturbed,"Really queer me sitting here
You seem so sincere
Your daughter flips the burgers
As you reach for a second beer

Mom says grace,she's learned her place
The cruelest years are on her face
Two car garage, a master charge
Her tits aren't firm,at least they're large

Murder the disturbed
And all those perturbed
Kill the democrats
Support tuition tax

You served a meal,you spoke with zeal
You think you've still sex appeal
Your daughter serves desert
As you enact your biggest deal

Success has shown a second home
The kids are cute,how they've grown
One is dead,one's on reds
She goes to school,she's too well fed

Murder the disturbed
And all those perturbed
Kill the democrats
Reinstate the draft
Murder the disturbed"
Circle Jerks,Defamation Innuendo,"Four years college
You've got knowledge
A bachelor degree
You read and write
You think it's right
But don't come down on me

You're an educated jerk
Write about us
I could squeeze you
Like a pimple
But I don't need the pus

Defamation innuendo
Defamation innuendo
Communication to third person
It's defamation
My reputation
Defamation, innuendo...

Well,I got the record
I haven't heard it yet
I went to the concert
I wanted to get in on the guest list
But they wouldn't let me in
Defamation innuendo...

I didn't get a change to see the band
Hell,I never heard'em
And now I've gotta write about'em
God,the story is due,
The story's due tomorrow
What should I write?
Well,they're no good !"
Circle Jerks,Moral Majority,"First there was biology
Then pornography
So says the moral majority

Telling you and me
What we can watch and read
I don't need
Some dumb schmuck telling me

Nice communities
Middle class families
Too much cleanliness
Too much stupidity

I don't need
Someone telling me
How to listen and how to read

Whatever happened
To the first amendment
The way these people talk
They've never even heard it"
Circle Jerks,Political Stu,"Can you grasp the situation?
Or is it getting out of hand
Riots,killing in the streets
Over the color of a man

Everybody looks the same
With their head stuck in the hand
Every one looks the same
'til you see where they stand

Reactionary politics
Are the order of the day
It makes me really sick to
See the poor,treated this way

Caviar and limousines
High finance and jelly beans
Decorate the east wing California modern,
It' great to be the king

Did you see the demonstrations in another land
Over weapons annihilation care of Uncle Sam

The stock market does not reveal
The arms that they have sold
Half the world can't get a meal
The war is getting cold

A bushel or a barrel
Neither can be saved
You feed your beef with wasted wheat
To dominate your crave

Can you hear the foreign voices
Can you understand?
Every great civilization crumbles in the sand
Organizations and their plans
I'm anti SWA, anti Klan
P.L.O., J.D.L., they can all burn in hell"
Circle Jerks,Firebaugh,"Brown and white, enter the night
Opposite sides of the street
No one speaks, no one looks
Their paths shall never meet
An unsuspecting traveler
Stranded in the night

Trapped in a realm of existence
Everybody's right
A voice cries out ""Hey Charlie Brown""
Are you the next Vato who's gonna go down?
Heads turn, we told you so
If your car breaks down
Don't take a tow to

[Chorus]
Firebaugh, Firebaugh
A place where no one dreams
Where either race is human waste
It's here that silence screams
Firebaugh, Firebaugh
The outer limits near
Drinking beer's the pastime here
This place is filled with hate and fear

Cornfields die, custard things
See the boredom in their eyes
Low riders, okies look for romance
Is this the place where the blackbirds dance?
Three men one woman sit at the bar
She's the town whore, the village star
Who'll be the one to get up her dress?
Pass on by avoid this mess

[Chorus]

If by chance your car breaks down
Keep your ear close to the ground
You might end up on the wrong side of town
What can you do? They're plotting your mouth"
Circle Jerks,Karma Stew,"Do you feel strange?
Walking down the street
This might be your unfortunate day
Not proud of your past
You burned a few
Now you're cooking
In your own stew

Our lives are based on time
You've got to feel your way through
It might come back to you
And when it does you'll understand

Is there something wrong?
Karma stew
Is there something wrong?
Karma stew

All your plans they will fall through
'Cause you told lies and never truths

Our lives are based on time
You've got to feel your way through
It might come back to you
And when it does you'll understand
Something is wrong"
Circle Jerks,15 Minutes,"The tragic story of a young boy and his one night stand
There's a lesson to be learned
don't let this happen to you

You got it
Got it good
Got your twenty-four symptom
Just a little
Just for fifteen minutes
I want a little

15 minutes of fun, pleasure
Now you're gonna go insane
And a trip, trip
Down to the free clinic

[Repeat: x7]
Okay 

[Repeat: x3]
That's beautiful 

All right
You got it good
Fifteen minutes"
Circle Jerks,Rook House,"Party waste, found the base
Had a taste, Daryl gates is breaking through
Stole my car, in my drawer, stole my bucks
Really sucks, I can't trust you
Candle light, door shut tight, gonna fight
Losers here are so uncool
Brought me here, took my cash, get away
Take me for a fool

[Chorus]
Rock house is destroying you
Low life's smoking cools
locked door are the rule
Ramdoors breaking through

Zombie girls drooping eyes
Can't get enough, one more puff
We're not through
Dealer says give 'em head
He's got something that will make you really smooth
Legs are spread, mouths are open
Most of them are hoping that it might be you
Spent the cash, make a dash
Keep inhaling till your face is turning blue

[Chorus]"
Circle Jerks,In Your Eyes,"When it first happened
It was nice, it was sweet
Now it's getting older and we're finding that it's not so neat
Smiles growing cold
Perfumes getting stale

I can see it in your eyes
All the lies and alibis
I can see it in your eyes
All the lies and alibis

happiness together, honey, there's just no way
Our love has seen much better days
It's over now
Yes it's gone
No one's at fault
'Cause no one's wrong

I can see it in your eyes
All the lies and alibis
I can see it in your eyes
All the lies and alibis"
Circle Jerks,Under the Gun,"Like a wolf
In sheep's' clothing
Or a snake
In the grass
I've got
Six bullets
The first
Could be your last
Could be your last

My mind is hazy
And when they catch me
They'll say I'm crazy
You put me down
You brushed me off
Stepped on, pushed and shoved
I'll show you
I've had enough

Under the gun
Nowhere to run
Under the gun
Nowhere to run
Under the gun
Nowhere to run
Under the gun

Where are ya gonna run to?

My brain
Is starting to squeak
I'm so tense and tight
Can't even speak
Pissed off
Someone's gotta die
Tonight
Someone's gonna die!

Under the gun
Nowhere to run
Under the gun
Nowhere to run
Under the gun
Nowhere to run
Under the gun

Where are ya gonna run to?
Where are ya gonna run to?
I'm after you!"
Circle Jerks,Golden Shower of Hits (Jerks on 45),"Every time I think that I'm the only one who's lonely someone calls on me
And every now and then I spend the time to find a person who's so
Close to me

And then along comes Mary (ooh, ooh, ooh)
And then she want to give me kicks and
Now what to get from me will be memories
I really got the tales, all the trials and tribulations
No one's ever seen

Why do birds suddenly appear every time you are near?
Just like me, they long to be
Close to you
Why do stars fall down from the skies
Every time you walk by?
Just like me, they long to be
Close to you

From the day that you were born the fairies got together and decided to create a dream come true
So they sprinkled angel dust in your hair
Golden starlight in your eyes, ooh

I find my baby, gotta hold her tight
Gotta grab some afternoon delight
My motto's always been ""when it's right, it's right""
Why wait until the middle of a cold, dark night?

When everything's a little clearer in the light of day
And we know the night is always gonna be here anyway

(Thinking of you's working up my appetite)
(Looking forward to a little afternoon delight)
(Rubbing sticks and stones together makes the sparks ignite)
(And the thought of loving you is getting so exciting)
(Sky rockets in flight)
(Afternoon delight!)
(Afternoon delight!)

Have my baby
What a wonderful way of saying how much you love me
Having my baby
What a lovely way of saying what you're thinkin' of me
I can see it
Faces glowing
I can see it in your eyes, a happy knowing
'Cause you're having my baby
You're the woman I love and I love what it's doing to ya
Having my baby!
You're a woman in love and I love what's going through ya

Love, love will keep us together
Think of me babe, whenever
Some sweet-talking guy comes along
Singin' a song
Don't mess around, you just gotta be strong
Stop (stop!) I really love you
Stop (stop!) I been thinking of you
Look in my heart and let love

Our little boy is four years old and quite a little man
So we spell out the words we don't want him to understand
Like T-O-Y or S-U-R-P-R-I-S-E
But the words we're holding from him now
Tear the heart right out of me
Our D-I-V-O-R-C-E
Becomes final today
Me and little S-O-B
Will be going away
But I love you both, and this will be pure H-E-double-L on me
How I wish we could stop this D-I-V-O-R-C-E

(Golden shower of hits)
(Golden shower of hits)
(Golden shower of hits)
(Golden shower of hits)"
